%DataLog%
DataLogVersion : 1.1
Software : Haltech NSP
SoftwareVersion : 999.999.999.999
DownloadDateTime : 20221014 12:26:13
Channel : RPM
ID : 384
Type : EngineSpeed
DisplayMaxMin : 20000,0
Channel : Throttle Position
ID : 225
Type : Percentage
DisplayMaxMin : 1000,0
Channel : Manifold Pressure
ID : 224
Type : Pressure
DisplayMaxMin : 2513,13
Channel : Coolant Temperature
ID : 229
Type : Temperature
DisplayMaxMin : 4731,2331
Channel : Intake Air Temperature
ID : 228
Type : Temperature
DisplayMaxMin : 4731,2331
Channel : Battery Voltage 
ID : 387
Type : BatteryVoltage
DisplayMaxMin : 18000,6500
Channel : Wideband O2 Overall
ID : 8018
Type : AFR
DisplayMaxMin : 1361,-110
Channel : Target Lambda
ID : 132
Type : AFR
DisplayMaxMin : 1361,476
Channel : Base Ignition Angle
ID : 129
Type : Angle
DisplayMaxMin : 600,-600
Channel : Throttle Position - Cable
ID : 52
Type : Percentage
DisplayMaxMin : 1000,0
Log Source : 8
Log Number : 293
Log Number : 294
Log Number : 295
Log Number : 296
Log Number : 297
Log : 19800101 01:01:01
01:01:01.000,752,35,499,3360,2948,12478,965,953,175,35
01:01:01.050,754,36,503,3360,2948,12474,966,953,175,36
01:01:01.100,710,36,508,3360,2948,12474,959,953,171,36
01:01:01.150,790,36,511,3360,2948,12474,954,952,179,36
01:01:01.200,752,36,510,3360,2948,12474,953,952,175,36
01:01:01.250,779,35,502,3360,2948,12496,947,953,177,35
01:01:01.300,750,36,495,3360,2948,12496,942,953,175,36
01:01:01.350,777,36,493,3360,2948,12496,946,954,177,36
01:01:01.400,754,36,495,3360,2948,12496,942,954,175,36
01:01:01.450,766,36,493,3360,2948,12487,940,954,176,36
01:01:01.500,788,36,493,3360,2948,12487,940,954,178,36
01:01:01.550,788,36,490,3360,2948,12522,937,954,178,36
01:01:01.600,705,35,484,3360,2948,12522,939,954,170,35
01:01:01.650,762,36,480,3360,2949,12482,949,955,176,36
01:01:01.700,778,36,488,3360,2949,12482,957,954,177,36
01:01:01.750,792,36,495,3360,2949,12526,964,954,179,36
01:01:01.800,808,36,493,3360,2949,12526,969,954,180,36
01:01:01.850,771,36,485,3360,2949,12518,972,954,177,36
01:01:01.900,717,36,479,3360,2949,12518,968,955,171,36
01:01:01.950,748,36,480,3360,2949,12482,969,955,174,36
01:01:02.000,754,36,487,3360,2949,12482,969,954,175,36
01:01:02.050,782,36,496,3360,2949,12509,969,953,178,36
01:01:02.100,821,36,500,3360,2949,12509,961,953,182,36
01:01:02.150,750,36,492,3360,2949,12513,961,954,175,36
01:01:02.200,750,36,482,3360,2949,12513,959,955,175,36
01:01:02.250,768,36,479,3360,2949,12496,955,955,176,36
01:01:02.300,764,36,484,3360,2949,12496,961,954,176,36
01:01:02.350,754,36,490,3360,2949,12491,959,954,175,36
01:01:02.400,795,36,496,3360,2949,12491,958,954,179,36
01:01:02.450,741,35,496,3360,2949,12518,951,953,174,35
01:01:02.500,750,35,489,3360,2949,12518,952,954,175,35
01:01:02.550,697,35,483,3360,2949,12456,951,954,169,35
01:01:02.600,725,35,488,3360,2949,12456,948,954,172,35
01:01:02.650,733,35,501,3360,2949,12460,946,953,173,35
01:01:02.700,749,35,509,3361,2949,12460,951,952,174,35
01:01:02.750,766,35,513,3361,2949,12482,958,952,176,35
01:01:02.800,735,35,510,3361,2949,12482,952,952,173,35
01:01:02.850,713,35,502,3361,2949,12452,950,953,171,35
01:01:02.900,745,35,499,3361,2949,12452,957,953,174,35
01:01:02.950,729,36,503,3361,2949,12447,953,953,172,36
01:01:03.000,762,36,508,3361,2949,12447,951,953,176,36
01:01:03.050,823,36,509,3361,2949,12513,958,952,182,36
01:01:03.100,755,36,501,3361,2949,12513,957,953,175,36
01:01:03.150,750,36,488,3361,2949,12496,953,954,175,36
01:01:03.201,713,36,481,3361,2949,12496,958,955,171,36
01:01:03.251,773,36,486,3361,2949,12469,956,954,177,36
01:01:03.301,743,36,497,3361,2949,12469,954,953,174,36
01:01:03.351,769,36,502,3361,2949,12487,949,953,176,36
01:01:03.401,786,36,502,3361,2949,12487,953,953,178,36
01:01:03.451,792,36,496,3361,2949,12509,953,953,179,36
01:01:03.501,710,36,487,3361,2949,12509,945,954,171,36
01:01:03.551,760,36,483,3361,2949,12487,943,955,176,36
01:01:03.601,754,36,490,3361,2949,12487,950,954,175,36
01:01:03.651,721,36,497,3361,2949,12487,945,953,172,36
01:01:03.701,738,36,499,3361,2949,12443,944,953,173,36
01:01:03.751,663,36,501,3361,2949,12443,951,953,166,36
01:01:03.801,712,36,507,3361,2949,12430,958,953,171,36
